Place_Id,Place_Name,Category,City,Gender,Age_Group,Avg_Rating,Rating_Count
40,Galeri Nasional Indonesia,Budaya,Jakarta,Laki-laki,Adult,2.33,3
59,Museum Sumpah Pemuda,Budaya,Jakarta,Laki-laki,Adult,2.25,4
18,Museum Bank Indonesia,Budaya,Jakarta,Laki-laki,Adult,2.0,2
74,Museum Tengah Kebun,Budaya,Jakarta,Laki-laki,Adult,2.0,2
82,Museum Satria Mandala,Budaya,Jakarta,Laki-laki,Adult,2.0,2
60,Museum Tekstil,Budaya,Jakarta,Laki-laki,Adult,2.0,1
49,Galeri Indonesia Kaya,Budaya,Jakarta,Laki-laki,Adult,1.75,4
63,Museum Kebangkitan Nasional,Budaya,Jakarta,Laki-laki,Adult,1.67,3
53,Rumah Sipitung,Budaya,Jakarta,Laki-laki,Adult,1.5,2
20,Museum Taman Prasasti,Budaya,Jakarta,Laki-laki,Adult,1.33,3
345,Kampoeng Djadhoel Semarang,Budaya,Semarang,Laki-laki,Adult,4.0,5
384,Kampung Tematik Jawi,Budaya,Semarang,Laki-laki,Adult,3.8,5
369,Monumen Palagan Ambarawa,Budaya,Semarang,Laki-laki,Adult,3.5,2
375,Kota Lama Semarang,Budaya,Semarang,Laki-laki,Adult,3.25,4
335,Candi Gedong Songo,Budaya,Semarang,Laki-laki,Adult,3.0,2
373,Museum Kereta Ambarawa,Budaya,Semarang,Laki-laki,Adult,2.67,6
338,Lawang Sewu,Budaya,Semarang,Laki-laki,Adult,2.4,5
351,Old City 3D Trick Art Museum,Budaya,Semarang,Laki-laki,Adult,2.4,5
354,Semarang Contemporary Art Gallery,Budaya,Semarang,Laki-laki,Adult,2.33,3
381,Tugu Muda Semarang,Budaya,Semarang,Laki-laki,Adult,2.14,7
370,Benteng Pendem,Budaya,Semarang,Laki-laki,Adult,2.0,3
385,Kampung Batik Gedong Semarang,Budaya,Semarang,Laki-laki,Adult,2.0,2
376,Semarang Chinatown,Budaya,Semarang,Laki-laki,Adult,1.75,4
339,Sam Poo Kong Temple,Budaya,Semarang,Laki-laki,Adult,1.5,2
348,Pura Giri Natha,Budaya,Semarang,Laki-laki,Adult,1.5,2
396,Monumen Kapal Selam,Budaya,Surabaya,Laki-laki,Adult,5.0,1
422,Monumen Jalesveva Jayamahe,Budaya,Surabaya,Laki-laki,Adult,5.0,1
419,Monumen Tugu Pahlawan,Budaya,Surabaya,Laki-laki,Adult,4.25,4
420,Surabaya Museum (Gedung Siola),Budaya,Surabaya,Laki-laki,Adult,3.5,2
429,House of Sampoerna,Budaya,Surabaya,Laki-laki,Adult,3.4,5
428,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,Laki-laki,Adult,3.33,3
433,Museum Mpu Tantular,Budaya,Surabaya,Laki-laki,Adult,3.33,3
426,Balai Kota Surabaya,Budaya,Surabaya,Laki-laki,Adult,3.0,1
413,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,Laki-laki,Adult,2.67,3
421,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,Laki-laki,Adult,2.25,4
414,Jembatan Merah,Budaya,Surabaya,Laki-laki,Adult,2.2,5
417,Klenteng Sanggar Agung,Budaya,Surabaya,Laki-laki,Adult,2.2,5
416,Keraton Surabaya,Budaya,Surabaya,Laki-laki,Adult,2.0,3
423,Patung Sura dan Buaya,Budaya,Surabaya,Laki-laki,Adult,2.0,2
427,Patung Buddha Empat Rupa,Budaya,Surabaya,Laki-laki,Adult,1.5,2
415,Museum De Javasche Bank,Budaya,Surabaya,Laki-laki,Adult,1.0,2
122,Watu Goyang,Budaya,Yogyakarta,Laki-laki,Adult,5.0,2
97,Monumen Yogya Kembali,Budaya,Yogyakarta,Laki-laki,Adult,5.0,1
113,Gedung Agung Yogyakarta,Budaya,Yogyakarta,Laki-laki,Adult,5.0,1
170,Candi Borobudur,Budaya,Yogyakarta,Laki-laki,Adult,5.0,1
125,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,Laki-laki,Adult,4.75,4
121,Candi Prambanan,Budaya,Yogyakarta,Laki-laki,Adult,4.5,2
123,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,Laki-laki,Adult,4.0,3
150,Wisata Kraton Jogja,Budaya,Yogyakarta,Laki-laki,Adult,3.5,4
162,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,Laki-laki,Adult,3.5,2
88,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,Laki-laki,Adult,3.4,5
176,Museum Gunung Merapi,Budaya,Yogyakarta,Laki-laki,Adult,3.25,4
118,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,Laki-laki,Adult,3.17,6
86,Keraton Yogyakarta,Budaya,Yogyakarta,Laki-laki,Adult,3.0,2
100,Taman Budaya Yogyakarta,Budaya,Yogyakarta,Laki-laki,Adult,3.0,2
105,Candi Donotirto,Budaya,Yogyakarta,Laki-laki,Adult,3.0,2
175,Museum Ullen Sentalu,Budaya,Yogyakarta,Laki-laki,Adult,3.0,1
107,Bangsal Pagelaran,Budaya,Yogyakarta,Laki-laki,Adult,2.8,5
147,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,Laki-laki,Adult,2.8,5
104,Tebing Breksi,Budaya,Yogyakarta,Laki-laki,Adult,2.75,4
99,Kampung Wisata Kadipaten,Budaya,Yogyakarta,Laki-laki,Adult,2.67,6
102,Monumen Batik Yogyakarta,Budaya,Yogyakarta,Laki-laki,Adult,2.5,4
171,Candi Ijo,Budaya,Yogyakarta,Laki-laki,Adult,2.5,2
89,De Mata Museum Jogja,Budaya,Yogyakarta,Laki-laki,Adult,2.33,3
101,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,Laki-laki,Adult,2.0,4
120,Bukit Panguk Kediwung,Budaya,Yogyakarta,Laki-laki,Adult,2.0,1
179,Candi Ratu Boko,Budaya,Yogyakarta,Laki-laki,Adult,2.0,1
193,Candi Sewu,Budaya,Yogyakarta,Laki-laki,Adult,1.8,5
115,Monumen Sanapati,Budaya,Yogyakarta,Laki-laki,Adult,1.67,3
313,Taman Begonia,Cagar Alam,Bandung,Laki-laki,Adult,5.0,2
332,Rainbow Garden,Cagar Alam,Bandung,Laki-laki,Adult,5.0,1
266,Caringin Tilu,Cagar Alam,Bandung,Laki-laki,Adult,4.67,3
322,Bukit Jamur,Cagar Alam,Bandung,Laki-laki,Adult,4.6,5
239,Lembang Park & Zoo,Cagar Alam,Bandung,Laki-laki,Adult,4.0,3
311,The Lodge Maribaya,Cagar Alam,Bandung,Laki-laki,Adult,4.0,2
317,Curug Cimahi,Cagar Alam,Bandung,Laki-laki,Adult,4.0,2
217,Kebun Binatang Bandung,Cagar Alam,Bandung,Laki-laki,Adult,4.0,1
270,Bukit Bintang,Cagar Alam,Bandung,Laki-laki,Adult,4.0,1
300,Sanghyang Heuleut,Cagar Alam,Bandung,Laki-laki,Adult,4.0,1
301,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,Laki-laki,Adult,4.0,1
297,Mountain View Golf Club,Cagar Alam,Bandung,Laki-laki,Adult,3.83,6
269,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,Laki-laki,Adult,3.75,4
310,Taman Bunga Cihideung,Cagar Alam,Bandung,Laki-laki,Adult,3.67,3
323,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,Laki-laki,Adult,3.62,8
320,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung,Laki-laki,Adult,3.6,5
282,Curug Cilengkrang,Cagar Alam,Bandung,Laki-laki,Adult,3.5,4
235,Gua Belanda,Cagar Alam,Bandung,Laki-laki,Adult,3.5,2
238,Gunung Manglayang,Cagar Alam,Bandung,Laki-laki,Adult,3.5,2
211,GunungTangkuban perahu,Cagar Alam,Bandung,Laki-laki,Adult,3.43,7
246,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,Laki-laki,Adult,3.33,3
314,Tafso Barn,Cagar Alam,Bandung,Laki-laki,Adult,3.33,3
318,Situ Patenggang,Cagar Alam,Bandung,Laki-laki,Adult,3.2,5
298,Gunung Lalakon,Cagar Alam,Bandung,Laki-laki,Adult,3.17,6
316,Curug Malela,Cagar Alam,Bandung,Laki-laki,Adult,3.0,5
329,Bukit Gantole Cililin,Cagar Alam,Bandung,Laki-laki,Adult,3.0,5
275,Curug Cipanas,Cagar Alam,Bandung,Laki-laki,Adult,3.0,4
261,Ciwangun Indah Camp Official,Cagar Alam,Bandung,Laki-laki,Adult,3.0,3
263,Curug Batu Templek,Cagar Alam,Bandung,Laki-laki,Adult,3.0,3
315,Curug Luhur Waterfall,Cagar Alam,Bandung,Laki-laki,Adult,3.0,3
324,Happyfarm Ciwidey,Cagar Alam,Bandung,Laki-laki,Adult,3.0,3
306,Sungai Palayangan,Cagar Alam,Bandung,Laki-laki,Adult,3.0,2
309,Observatorium Bosscha,Cagar Alam,Bandung,Laki-laki,Adult,3.0,2
307,Perkebunan Teh Malabar,Cagar Alam,Bandung,Laki-laki,Adult,2.83,6
233,Gunung Papandayan,Cagar Alam,Bandung,Laki-laki,Adult,2.67,6
215,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,Laki-laki,Adult,2.67,3
274,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,Laki-laki,Adult,2.5,4
319,Kawah Rengganis Cibuni,Cagar Alam,Bandung,Laki-laki,Adult,2.5,4
242,Curug Dago,Cagar Alam,Bandung,Laki-laki,Adult,2.5,2
292,Curug Anom,Cagar Alam,Bandung,Laki-laki,Adult,2.5,2
308,Pemandian Air Panas Ciater,Cagar Alam,Bandung,Laki-laki,Adult,2.5,2
299,Sendang Geulis Kahuripan,Cagar Alam,Bandung,Laki-laki,Adult,2.33,6
256,Wisata Batu Kuda,Cagar Alam,Bandung,Laki-laki,Adult,2.33,3
312,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,Laki-laki,Adult,2.33,3
289,Curug Aseupan,Cagar Alam,Bandung,Laki-laki,Adult,2.25,4
328,Gua Pawon,Cagar Alam,Bandung,Laki-laki,Adult,2.0,3
218,Kawah Putih,Cagar Alam,Bandung,Laki-laki,Adult,2.0,2
304,Situ Cileunca,Cagar Alam,Bandung,Laki-laki,Adult,2.0,2
273,Curug Bugbrug,Cagar Alam,Bandung,Laki-laki,Adult,1.75,4
326,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,Laki-laki,Adult,1.67,3
219,Tebing Karaton,Cagar Alam,Bandung,Laki-laki,Adult,1.6,5
232,Bukit Moko,Cagar Alam,Bandung,Laki-laki,Adult,1.33,3
262,Wot Batu,Cagar Alam,Bandung,Laki-laki,Adult,1.25,4
31,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,Laki-laki,Adult,5.0,1
71,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,Laki-laki,Adult,4.0,1
7,Kebun Binatang Ragunan,Cagar Alam,Jakarta,Laki-laki,Adult,3.2,5
67,Margasatwa Muara Angke,Cagar Alam,Jakarta,Laki-laki,Adult,2.33,3
357,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,Laki-laki,Adult,4.5,2
387,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,Laki-laki,Adult,4.0,3
367,Wisata Lereng Kelir,Cagar Alam,Semarang,Laki-laki,Adult,4.0,2
391,Flower Farm Setiya Aji,Cagar Alam,Semarang,Laki-laki,Adult,3.88,8
341,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,Laki-laki,Adult,3.5,4
355,Umbul Sidomukti,Cagar Alam,Semarang,Laki-laki,Adult,3.5,4
365,Waduk Jatibarang,Cagar Alam,Semarang,Laki-laki,Adult,3.5,2
386,Air Terjun Semirang,Cagar Alam,Semarang,Laki-laki,Adult,3.5,2
379,Goa Rong,Cagar Alam,Semarang,Laki-laki,Adult,3.4,5
360,Air Terjun Kali Pancur,Cagar Alam,Semarang,Laki-laki,Adult,3.0,5
372,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,Laki-laki,Adult,3.0,2
349,Wisata Mangrove Tapak,Cagar Alam,Semarang,Laki-laki,Adult,2.8,5
374,Hutan Pinus Kayon,Cagar Alam,Semarang,Laki-laki,Adult,2.67,6
388,Watu Gunung Ungaran,Cagar Alam,Semarang,Laki-laki,Adult,2.67,3
371,Wisata Eling Bening,Cagar Alam,Semarang,Laki-laki,Adult,2.6,5
359,Taman Bunga Celosia,Cagar Alam,Semarang,Laki-laki,Adult,2.0,2
368,Kampoeng Rawa,Cagar Alam,Semarang,Laki-laki,Adult,2.0,2
362,Danau Rawa Pening,Cagar Alam,Semarang,Laki-laki,Adult,2.0,1
389,Brown Canyon,Cagar Alam,Semarang,Laki-laki,Adult,1.0,1
408,Kebun Binatang Surabaya,Cagar Alam,Surabaya,Laki-laki,Adult,3.5,2
400,Hutan Bambu Keputih,Cagar Alam,Surabaya,Laki-laki,Adult,3.0,6
392,Ekowisata Mangrove Wonorejo,Cagar Alam,Surabaya,Laki-laki,Adult,3.0,4
393,Taman Harmoni Keputih,Cagar Alam,Surabaya,Laki-laki,Adult,3.0,3
406,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,Laki-laki,Adult,2.2,5
206,Wisata Kaliurang,Cagar Alam,Yogyakarta,Laki-laki,Adult,5.0,1
139,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,Laki-laki,Adult,4.4,5
137,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,Laki-laki,Adult,4.33,3
146,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,Laki-laki,Adult,4.0,4
131,Watu Lumbung,Cagar Alam,Yogyakarta,Laki-laki,Adult,3.67,3
143,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,Laki-laki,Adult,3.67,3
169,Puncak Segoro,Cagar Alam,Yogyakarta,Laki-laki,Adult,3.5,8
208,Taman Sungai Mudal,Cagar Alam,Yogyakarta,Laki-laki,Adult,3.5,8
161,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,Laki-laki,Adult,3.5,2
167,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,Laki-laki,Adult,3.4,5
132,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,Laki-laki,Adult,3.33,3
164,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,Laki-laki,Adult,3.0,5
178,Goa Pindul,Cagar Alam,Yogyakarta,Laki-laki,Adult,3.0,3
93,Gembira Loka Zoo,Cagar Alam,Yogyakarta,Laki-laki,Adult,2.75,4
159,Hutan Pinus Asri,Cagar Alam,Yogyakarta,Laki-laki,Adult,2.67,6
144,Goa Jomblang,Cagar Alam,Yogyakarta,Laki-laki,Adult,2.67,3
148,Goa Rancang Kencono,Cagar Alam,Yogyakarta,Laki-laki,Adult,2.5,2
142,Ledok Sambi,Cagar Alam,Yogyakarta,Laki-laki,Adult,2.4,5
166,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,Laki-laki,Adult,2.33,3
163,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,Laki-laki,Adult,2.14,7
141,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,Laki-laki,Adult,2.0,1
149,Goa Cerme,Cagar Alam,Yogyakarta,Laki-laki,Adult,1.75,4
192,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,Laki-laki,Adult,1.5,2
284,Pasar Baru,Pusat Perbelanjaan,Bandung,Laki-laki,Adult,4.67,3
81,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,Laki-laki,Adult,3.67,3
35,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,Laki-laki,Adult,3.6,5
15,Pasar Seni,Pusat Perbelanjaan,Jakarta,Laki-laki,Adult,3.0,4
34,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,Laki-laki,Adult,3.0,1
84,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,Laki-laki,Adult,3.0,1
29,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,Jakarta,Laki-laki,Adult,2.8,5
68,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,Laki-laki,Adult,2.5,6
80,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,Laki-laki,Adult,2.5,4
25,Pasar Tanah Abang,Pusat Perbelanjaan,Jakarta,Laki-laki,Adult,2.4,5
26,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,Laki-laki,Adult,2.0,3
402,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,Laki-laki,Adult,2.33,3
160,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,Laki-laki,Adult,3.86,7
174,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,Laki-laki,Adult,3.5,4
135,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,Laki-laki,Adult,2.2,5
327,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,Laki-laki,Adult,5.0,2
251,Taman Lansia,Taman Hiburan,Bandung,Laki-laki,Adult,5.0,1
245,Jendela Alam,Taman Hiburan,Bandung,Laki-laki,Adult,4.67,3
248,NuArt Sculpture Park,Taman Hiburan,Bandung,Laki-laki,Adult,4.0,3
250,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,Laki-laki,Adult,4.0,3
296,Batununggal Indah Club,Taman Hiburan,Bandung,Laki-laki,Adult,4.0,3
254,Teras Cikapundung BBWS,Taman Hiburan,Bandung,Laki-laki,Adult,4.0,2
229,Rabbit Town,Taman Hiburan,Bandung,Laki-laki,Adult,4.0,1
287,Puspa Iptek Sundial,Taman Hiburan,Bandung,Laki-laki,Adult,4.0,1
283,Jembatan Pasupati,Taman Hiburan,Bandung,Laki-laki,Adult,3.67,3
226,Kawasan Punclut,Taman Hiburan,Bandung,Laki-laki,Adult,3.6,5
321,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,Laki-laki,Adult,3.5,4
334,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,Laki-laki,Adult,3.5,2
236,Taman Balai Kota Bandung,Taman Hiburan,Bandung,Laki-laki,Adult,3.4,5
240,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,Laki-laki,Adult,3.4,5
253,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,Laki-laki,Adult,3.33,3
252,Kampoeng Tulip,Taman Hiburan,Bandung,Laki-laki,Adult,3.25,4
244,Kampung Batu Malakasari,Taman Hiburan,Bandung,Laki-laki,Adult,3.17,6
220,Dusun Bambu,Taman Hiburan,Bandung,Laki-laki,Adult,3.0,6
271,Taman Vanda,Taman Hiburan,Bandung,Laki-laki,Adult,3.0,6
241,Lawangwangi Creative Space,Taman Hiburan,Bandung,Laki-laki,Adult,3.0,3
224,Dago Dreampark,Taman Hiburan,Bandung,Laki-laki,Adult,3.0,2
227,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,Laki-laki,Adult,3.0,2
249,Upside Down World Bandung,Taman Hiburan,Bandung,Laki-laki,Adult,3.0,2
268,Sudut Pandang Bandung,Taman Hiburan,Bandung,Laki-laki,Adult,2.8,5
216,Farm House Susu Lembang,Taman Hiburan,Bandung,Laki-laki,Adult,2.75,4
225,Orchid Forest Cikole,Taman Hiburan,Bandung,Laki-laki,Adult,2.75,4
291,Water Park Bandung Indah,Taman Hiburan,Bandung,Laki-laki,Adult,2.75,4
333,Kota Mini,Taman Hiburan,Bandung,Laki-laki,Adult,2.75,4
231,The Great Asia Africa,Taman Hiburan,Bandung,Laki-laki,Adult,2.67,3
277,Peta Park,Taman Hiburan,Bandung,Laki-laki,Adult,2.67,3
237,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,Laki-laki,Adult,2.33,3
267,Panama Park 825,Taman Hiburan,Bandung,Laki-laki,Adult,2.33,3
214,Trans Studio Bandung,Taman Hiburan,Bandung,Laki-laki,Adult,2.0,2
247,Kiara Artha Park,Taman Hiburan,Bandung,Laki-laki,Adult,2.0,1
281,Tektona Waterpark,Taman Hiburan,Bandung,Laki-laki,Adult,2.0,1
30,Taman Menteng,Taman Hiburan,Jakarta,Laki-laki,Adult,5.0,1
72,Waterboom PIK (Pantai Indah Kapuk),Taman Hiburan,Jakarta,Laki-laki,Adult,4.5,2
79,Taman Spathodea,Taman Hiburan,Jakarta,Laki-laki,Adult,4.25,4
